id	domain_name	start	end	evalue	score	description
LC583702.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/75/2020_gene_for_polyprotein	RdRP_1	3518	3684	4.4e-08	32.6	Viral RNA-dependent RNA polymerase
LC583702.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/75/2020_gene_for_polyprotein	RdRP_4	3505	3637	0.00018	20.8	Viral RNA-directed RNA-polymerase
LC583702.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/75/2020_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583702.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/75/2020_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Peptidase_S31	1589	1800	3.6e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Peptidase_C74	1322	1522	6.7e-96	319.9	Pestivirus NS2 peptidase
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Peptidase_C53	0	168	2.1e-81	271.8	Pestivirus Npro endopeptidase C53
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Peptidase_C53	3478	3493	2.1e-81	271.8	Pestivirus Npro endopeptidase C53
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.5e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.5e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Capsid_pestivir	170	225	1e-22	80.1	Capsid protein C, pestivirus
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	RdRP_1	3518	3684	2.7e-08	33.3	Viral RNA-dependent RNA polymerase
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583703.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-GM9/2019_gene_for_polyprotein	ResIII	1800	1943	0.00054	20.2	Type III restriction enzyme, res subunit
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Pestivirus_E2	690	1060	1.2e-167	557.7	Pestivirus envelope glycoprotein E2
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Peptidase_S31	1589	1800	3.5e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Peptidase_C74	1322	1522	6.7e-96	319.9	Pestivirus NS2 peptidase
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Peptidase_C53	0	168	7.9e-82	273.2	Pestivirus Npro endopeptidase C53
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Peptidase_C53	3478	3493	7.9e-82	273.2	Pestivirus Npro endopeptidase C53
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583704.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-N12/2019_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Pestivirus_E2	690	1060	2.8e-167	556.5	Pestivirus envelope glycoprotein E2
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Peptidase_S31	1589	1800	3.4e-136	451.8	Pestivirus NS3 polyprotein peptidase S31
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Peptidase_C74	1322	1522	5.4e-95	316.9	Pestivirus NS2 peptidase
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Peptidase_C53	0	168	2.8e-81	271.5	Pestivirus Npro endopeptidase C53
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Peptidase_C53	3478	3493	2.8e-81	271.5	Pestivirus Npro endopeptidase C53
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583705.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S2/2019_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Pestivirus_E2	690	1060	2.8e-167	556.5	Pestivirus envelope glycoprotein E2
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Peptidase_S31	1589	1800	3.4e-136	451.8	Pestivirus NS3 polyprotein peptidase S31
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Peptidase_C74	1322	1522	5.4e-95	316.9	Pestivirus NS2 peptidase
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Peptidase_C53	0	168	2.8e-81	271.5	Pestivirus Npro endopeptidase C53
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Peptidase_C53	3478	3493	2.8e-81	271.5	Pestivirus Npro endopeptidase C53
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583706.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S3/2019_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Peptidase_S31	1589	1800	3.6e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Peptidase_C74	1322	1522	5.4e-95	316.9	Pestivirus NS2 peptidase
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Peptidase_C53	0	168	2.9e-81	271.4	Pestivirus Npro endopeptidase C53
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Peptidase_C53	3478	3493	2.9e-81	271.4	Pestivirus Npro endopeptidase C53
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.3e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.3e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	RdRP_3	3459	3693	5e-25	88.4	Viral RNA dependent RNA polymerase
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	Flavi_NS5_thumb	3672	3747	0.00017	21.8	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583707.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-S4/2019_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Peptidase_S31	1589	1800	3.6e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Peptidase_C74	1322	1522	6.8e-96	319.9	Pestivirus NS2 peptidase
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Peptidase_C53	0	168	9.8e-82	272.9	Pestivirus Npro endopeptidase C53
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Peptidase_C53	3478	3493	9.8e-82	272.9	Pestivirus Npro endopeptidase C53
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Capsid_pestivir	170	225	1.3e-24	86.1	Capsid protein C, pestivirus
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583708.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB-YN1/2019_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Peptidase_S31	1589	1800	3.6e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Peptidase_C74	1322	1522	6.8e-96	319.8	Pestivirus NS2 peptidase
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Peptidase_C53	0	168	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Peptidase_C53	3478	3493	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583709.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB148/2019_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583710.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB150/2019_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
